ActivityIdentifier,OrganizationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,ResultValueTypeName,SubmitData
Ag Cr 0.3-20240312-SR,ClallamCoDCD,pH,8.4,None,Final,Actual,1
Ag Cr 0.3-20240312-SR,ClallamCoDCD,Dissolved oxygen (DO),13,mg/l,Final,Actual,1
Ag Cr 0.3-20240312-SR,ClallamCoDCD,Specific conductance,261,mS/cm,Final,Actual,1
Ag Cr 0.3-20240312-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240312-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
Ag Cr 0.3-20240312-SR,ClallamCoDCD,Fecal Coliform,20,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240312-SR,ClallamCoDCD,Gage height,0.28,ft,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,"Temperature, water",10.3,deg C,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,pH,8.3,None,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,Dissolved oxygen (DO),12.3,mg/l,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,Specific conductance,263,mS/cm,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,Fecal Coliform,84,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240402-SR,ClallamCoDCD,Gage height,0.3,ft,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,"Temperature, water",11.5,deg C,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,pH,8.2,None,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,Dissolved oxygen (DO),11.7,mg/l,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,Specific conductance,159,mS/cm,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,Fecal Coliform,84,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240514-SR,ClallamCoDCD,Gage height,0.3,ft,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,"Temperature, water",13,deg C,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,Dissolved oxygen (DO),10.3,mg/l,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,Specific conductance,149,mS/cm,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,Fecal Coliform,36,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240611-SR,ClallamCoDCD,Gage height,0.4,ft,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,"Temperature, water",18.5,deg C,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,Dissolved oxygen (DO),9.4,mg/l,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,Specific conductance,139,mS/cm,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,Fecal Coliform,148,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240709-SR,ClallamCoDCD,Gage height,0.26,ft,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,"Temperature, water",15.2,deg C,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,Dissolved oxygen (DO),9.3,mg/l,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,Specific conductance,196,mS/cm,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,Fecal Coliform,74,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240813-SR,ClallamCoDCD,Gage height,0.34,ft,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,"Temperature, water",12.2,deg C,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,Dissolved oxygen (DO),10.2,mg/l,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,Specific conductance,262,mS/cm,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,Fecal Coliform,32,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20240917-SR,ClallamCoDCD,Gage height,0.24,ft,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,"Temperature, water",11.1,deg C,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,Dissolved oxygen (DO),10.7,mg/l,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,Specific conductance,270,mS/cm,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,Fecal Coliform,90,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20241008-SR,ClallamCoDCD,Gage height,0.22,ft,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,"Temperature, water",8.3,deg C,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,Dissolved oxygen (DO),11.2,mg/l,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,Specific conductance,234,mS/cm,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,Fecal Coliform,20,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20241112-SR,ClallamCoDCD,Gage height,0.3,ft,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,"Temperature, water",5.2,deg C,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,Dissolved oxygen (DO),12.3,mg/l,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,Specific conductance,287,mS/cm,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,Turbidity,8,FNU,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Ag Cr 0.3-20241210-SR,ClallamCoDCD,Gage height,0.28,ft,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,"Temperature, water",5.5,deg C,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,Dissolved oxygen (DO),12.6,mg/l,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,Specific conductance,94,mS/cm,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,Salinity,0,ppt,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,Turbidity,66,FNU,Final,Actual,1
Bag 0.7a-20151124-SR,ClallamCoDCD,Fecal Coliform,346,cfu/100ml,Final,Actual,1
Bag 0.7a-20160126-SR,ClallamCoDCD,"Temperature, water",5.9,deg C,Final,Actual,1
Bag 0.7a-20160126-SR,ClallamCoDCD,Specific conductance,114,mS/cm,Final,Actual,1
Bag 0.7a-20160126-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20160126-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
Bag 0.7a-20160126-SR,ClallamCoDCD,Gage height,-12.36,ft,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,"Temperature, water",9.3,deg C,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,Dissolved oxygen (DO),11.1,mg/l,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,Specific conductance,189,mS/cm,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,Fecal Coliform,14,cfu/100ml,Final,Actual,1
Bag 0.7a-20160412-SR,ClallamCoDCD,Gage height,-12.52,ft,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,"Temperature, water",13.5,deg C,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,Dissolved oxygen (DO),9.9,mg/l,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,Specific conductance,246,mS/cm,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,Fecal Coliform,62,cfu/100ml,Final,Actual,1
Bag 0.7a-20160816-SR,ClallamCoDCD,Gage height,-12.13,ft,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,"Temperature, water",8.9,deg C,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,Dissolved oxygen (DO),11,mg/l,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,Specific conductance,209,mS/cm,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,Fecal Coliform,3,cfu/100ml,Final,Actual,1
Bag 0.7a-20161115-SR,ClallamCoDCD,Gage height,-12.4,ft,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,"Temperature, water",1.7,deg C,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,Dissolved oxygen (DO),13.6,mg/l,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,Specific conductance,210,mS/cm,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,Turbidity,10,FNU,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,Fecal Coliform,16,cfu/100ml,Final,Actual,1
Bag 0.7a-20170110-SR,ClallamCoDCD,Gage height,-12.41,ft,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,"Temperature, water",9.7,deg C,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,Dissolved oxygen (DO),11.1,mg/l,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,Specific conductance,147,mS/cm,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Bag 0.7a-20170418-SR,ClallamCoDCD,Gage height,-12.4,ft,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,"Temperature, water",12,deg C,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,Dissolved oxygen (DO),10.3,mg/l,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,Specific conductance,250,mS/cm,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,Fecal Coliform,12,cfu/100ml,Final,Actual,1
Bag 0.7a-20170815-SR,ClallamCoDCD,Gage height,-12.6,ft,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,"Temperature, water",6.6,deg C,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,Dissolved oxygen (DO),12.1,mg/l,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,Specific conductance,119,mS/cm,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,Turbidity,16,FNU,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,Fecal Coliform,40,cfu/100ml,Final,Actual,1
Bag 0.7a-20171114-SR,ClallamCoDCD,Gage height,-12.08,ft,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,"Temperature, water",5,deg C,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,Dissolved oxygen (DO),12.6,mg/l,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,Specific conductance,118,mS/cm,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,Turbidity,7,FNU,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
Bag 0.7a-20180109-SR,ClallamCoDCD,Gage height,-12.18,ft,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,"Temperature, water",7,deg C,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,Dissolved oxygen (DO),12.3,mg/l,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,Specific conductance,108,mS/cm,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,Salinity,0,ppt,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,Turbidity,11,FNU,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,Fecal Coliform,26,cfu/100ml,Final,Actual,1
Bag 0.7a-20180417-SR,ClallamCoDCD,Gage height,-12.32,ft,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,"Temperature, water",13.6,deg C,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,Dissolved oxygen (DO),10,mg/l,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,Specific conductance,248,mS/cm,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,Fecal Coliform,38,cfu/100ml,Final,Actual,1
Bag 0.7a-20180814-SR,ClallamCoDCD,Gage height,-12.45,ft,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,"Temperature, water",7,deg C,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,Dissolved oxygen (DO),11.6,mg/l,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,Specific conductance,237,mS/cm,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Bag 0.7a-20181114-SR,ClallamCoDCD,Gage height,-12.5,ft,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,"Temperature, water",3.8,deg C,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,Dissolved oxygen (DO),13.2,mg/l,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,Specific conductance,116,mS/cm,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,Salinity,0,ppt,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,Turbidity,10,FNU,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,Fecal Coliform,16,cfu/100ml,Final,Actual,1
Bag 0.7a-20190108-SR,ClallamCoDCD,Gage height,-12.3,ft,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,"Temperature, water",8.8,deg C,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,Dissolved oxygen (DO),11.6,mg/l,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,Specific conductance,153,mS/cm,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,Fecal Coliform,8,cfu/100ml,Final,Actual,1
Bag 0.7a-20190422-SR,ClallamCoDCD,Gage height,-12.7,ft,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,"Temperature, water",13.5,deg C,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,Dissolved oxygen (DO),10.2,mg/l,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,Specific conductance,248,mS/cm,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,Fecal Coliform,52,cfu/100ml,Final,Actual,1
Bag 0.7a-20190813-SR,ClallamCoDCD,Gage height,-12.48,ft,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,"Temperature, water",8.2,deg C,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,Dissolved oxygen (DO),11.5,mg/l,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,Specific conductance,197,mS/cm,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,Turbidity,8,FNU,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,Fecal Coliform,66,cfu/100ml,Final,Actual,1
Bag 0.7a-20191119-SR,ClallamCoDCD,Gage height,-12.2,ft,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,"Temperature, water",3.4,deg C,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,Dissolved oxygen (DO),13.4,mg/l,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,Specific conductance,88,mS/cm,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,Salinity,0,ppt,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,Turbidity,82,FNU,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,Fecal Coliform,16,cfu/100ml,Final,Actual,1
Bag 0.7a-20200122-SR,ClallamCoDCD,Gage height,-11.46,ft,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,"Temperature, water",9.3,deg C,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,Dissolved oxygen (DO),11.4,mg/l,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,Specific conductance,203,mS/cm,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
Bag 0.7a-20200420-SR,ClallamCoDCD,Gage height,-12.4,ft,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,"Temperature, water",13.9,deg C,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,Dissolved oxygen (DO),9.9,mg/l,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,Specific conductance,252,mS/cm,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,Fecal Coliform,42,cfu/100ml,Final,Actual,1
Bag 0.7a-20200818-SR,ClallamCoDCD,Gage height,-13.1,ft,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,"Temperature, water",7.2,deg C,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,Dissolved oxygen (DO),11.5,mg/l,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,Specific conductance,199,mS/cm,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,Turbidity,28,FNU,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,Fecal Coliform,92,cfu/100ml,Final,Actual,1
Bag 0.7a-20201117-SR,ClallamCoDCD,Gage height,-15.4,ft,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,"Temperature, water",2.2,deg C,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,Dissolved oxygen (DO),13.4,mg/l,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,Specific conductance,148,mS/cm,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,Fecal Coliform,12,cfu/100ml,Final,Actual,1
Bag 0.7a-20210126-SR,ClallamCoDCD,Gage height,-14.2,ft,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,"Temperature, water",9.8,deg C,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,Dissolved oxygen (DO),11.3,mg/l,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,Specific conductance,210,mS/cm,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,Fecal Coliform,10,cfu/100ml,Final,Actual,1
Bag 0.7a-20210420-SR,ClallamCoDCD,Gage height,-17.78,ft,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,"Temperature, water",13.4,deg C,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,Dissolved oxygen (DO),9.9,mg/l,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,Specific conductance,255,mS/cm,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,Fecal Coliform,48,cfu/100ml,Final,Actual,1
Bag 0.7a-20210810-SR,ClallamCoDCD,Gage height,-12.83,ft,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,"Temperature, water",6.7,deg C,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,Dissolved oxygen (DO),12.3,mg/l,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,Specific conductance,107,mS/cm,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,Salinity,0,ppt,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,Turbidity,34,FNU,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,Fecal Coliform,80,cfu/100ml,Final,Actual,1
Bag 0.7a-20211116-SR,ClallamCoDCD,Gage height,-11.98,ft,Final,Actual,1
Bag 0.7a-20220111-SR,ClallamCoDCD,"Temperature, water",3.1,deg C,Final,Actual,1
Bag 0.7a-20220111-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
Bag 0.7a-20220111-SR,ClallamCoDCD,Dissolved oxygen (DO),13.6,mg/l,Final,Actual,1
